ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label,churn rate,active customers,churned customers,Revenue lost,Toal revenue lost,Tenure in groups,
5469,Male,32,No,No,Yes,Yes,3,Q3,Yes,3,19,No Offer,Yes,31.7,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,3,No,,,,383.8,0,13-24 Months,
5470,Male,62,No,No,No,No,0,Q3,No,0,53,Offer B,No,0,No,Yes,Cable,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.9,4,No,,,,2909.7,0,49+ Months,
5471,Male,56,No,No,No,No,0,Q3,No,0,6,No Offer,Yes,6.93,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,5,No,,,,120.9,0,0-12 Months,
5472,Male,22,Yes,No,Yes,Yes,3,Q3,Yes,9,9,Offer E,Yes,30.46,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.35,3,No,,,,813.15,0,0-12 Months,
5473,Female,62,No,No,Yes,Yes,3,Q3,Yes,1,8,Offer E,Yes,12.41,Yes,Yes,DSL,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.75,4,No,,,,446,0,0-12 Months,
5474,Female,45,No,No,Yes,Yes,3,Q3,Yes,5,71,No Offer,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,4,No,,,,8136.6,0,49+ Months,
5475,Female,23,Yes,No,Yes,No,0,Q3,Yes,10,71,No Offer,No,0,No,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,66.8,4,No,,,,4742.8,0,49+ Months,
5476,Male,43,No,No,Yes,No,0,Q3,Yes,1,68,No Offer,Yes,49.51,No,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.3,4,No,,,,6820.4,0,49+ Months,
5477,Male,51,No,No,No,No,0,Q3,No,0,34,No Offer,Yes,28,Yes,Yes,Fiber Optic,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,3,No,,,,3581.9,0,25-48 Months,
5478,Male,51,No,No,No,No,0,Q3,No,0,26,No Offer,Yes,29.72,No,Yes,Fiber Optic,11,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.2,5,No,,,,2215.2,0,25-48 Months,
5479,Male,42,No,No,No,No,0,Q3,No,0,7,Offer E,Yes,33.18,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,5,No,,,,132.65,0,0-12 Months,
5480,Female,51,No,No,Yes,No,0,Q3,No,0,20,No Offer,Yes,43.49,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,5,No,,,,1396,0,13-24 Months,
5481,Female,48,No,No,Yes,No,0,Q3,Yes,5,60,Offer B,Yes,9.98,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3,No,,,,6369,0,49+ Months,
5482,Male,51,No,No,Yes,Yes,1,Q3,Yes,5,72,No Offer,Yes,37.11,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.55,5,No,,,,1479.6,0,49+ Months,
5483,Male,64,No,No,No,No,0,Q3,No,0,4,Offer E,Yes,3.69,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.25,5,No,,,,101,0,0-12 Months,
5484,Male,40,No,No,Yes,Yes,1,Q3,Yes,2,16,No Offer,Yes,31.99,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,4,No,,,,316,0,13-24 Months,
5485,Female,58,No,No,No,No,0,Q3,No,0,10,No Offer,Yes,8.35,No,Yes,Cable,29,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.95,3,No,,,,609.5,0,0-12 Months,
5486,Male,60,No,No,No,No,0,Q3,No,0,31,No Offer,Yes,42.05,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15,3,No,,,,2515.65,0,25-48 Months,
5487,Female,26,Yes,No,Yes,No,0,Q3,Yes,2,71,No Offer,Yes,39.44,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.1,4,No,,,,1356.1,0,49+ Months,
5488,Male,29,Yes,No,No,No,0,Q3,No,0,58,Offer B,Yes,49.02,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.8,4,No,,,,1206.4,0,49+ Months,
5489,Male,31,No,No,Yes,Yes,1,Q3,Yes,7,70,No Offer,Yes,2.5,Yes,Yes,Cable,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.15,3,No,,,,6310.5,0,49+ Months,
5490,Female,30,No,No,Yes,No,0,Q3,Yes,2,71,No Offer,Yes,22.33,Yes,Yes,Cable,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.1,3,No,,,,6397.1,0,49+ Months,
5491,Female,33,No,No,Yes,Yes,3,Q3,Yes,1,72,No Offer,Yes,41.14,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.75,4,No,,,,8550,0,49+ Months,
5492,Female,56,No,No,Yes,No,0,Q3,Yes,1,26,No Offer,Yes,42.26,No,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.9,4,No,,,,2233.4,0,25-48 Months,
5493,Female,41,No,No,Yes,No,0,Q3,Yes,1,33,No Offer,Yes,10.34,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,95,3,No,,,,3135,0,25-48 Months,
5494,Female,51,No,No,Yes,Yes,3,Q3,Yes,1,10,No Offer,Yes,18.62,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,5,No,,,,201.5,0,0-12 Months,
5495,Female,52,No,No,No,No,0,Q3,No,0,10,No Offer,Yes,10.46,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.2,4,No,,,,212,0,0-12 Months,
5496,Female,31,No,No,Yes,Yes,2,Q3,Yes,1,39,No Offer,Yes,5.88,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.2,3,No,,,,943.8,0,25-48 Months,
5497,Female,40,No,No,No,No,0,Q3,No,0,11,No Offer,Yes,48.92,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.3,3,No,,,,223.3,0,0-12 Months,
5498,Female,36,No,No,Yes,Yes,2,Q3,Yes,1,68,No Offer,Yes,25.16,Yes,Yes,Cable,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,4,No,,,,5800.4,0,49+ Months,
5499,Male,43,No,No,No,No,0,Q3,No,0,18,No Offer,Yes,34.78,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,89.6,3,No,,,,1612.8,0,13-24 Months,
5500,Male,47,No,No,No,No,0,Q3,No,0,18,No Offer,Yes,33.8,Yes,Yes,Cable,17,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,56.25,4,No,,,,1012.5,0,13-24 Months,
5501,Female,59,No,No,Yes,Yes,2,Q3,Yes,2,52,Offer B,Yes,10.03,No,Yes,Cable,29,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,50.95,4,No,,,,2649.4,0,49+ Months,
5502,Male,42,No,No,Yes,Yes,3,Q3,Yes,8,56,Offer B,Yes,40.86,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.85,3,No,,,,6487.6,0,49+ Months,
5503,Male,51,No,No,No,No,0,Q3,No,0,45,Offer B,Yes,24.75,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,5,No,,,,4664.25,0,25-48 Months,
5504,Female,45,No,No,No,No,0,Q3,No,0,67,No Offer,Yes,43.3,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.1,3,No,,,,1748.7,0,49+ Months,
5505,Male,33,No,No,Yes,No,0,Q3,Yes,3,3,Offer E,No,0,No,Yes,Cable,25,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,35.1,3,No,,,,105.3,0,0-12 Months,
5506,Male,52,No,No,Yes,No,0,Q3,Yes,2,63,No Offer,Yes,48.14,Yes,Yes,Cable,28,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,67.25,4,No,,,,4236.75,0,49+ Months,
5507,Female,50,No,No,Yes,Yes,2,Q3,Yes,1,11,No Offer,Yes,15.04,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,4,No,,,,275,0,0-12 Months,
5508,Male,20,Yes,No,No,Yes,1,Q3,No,0,1,No Offer,Yes,41.39,No,Yes,Cable,48,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.55,3,No,,,,59.55,0,0-12 Months,
5509,Male,48,No,No,No,No,0,Q3,No,0,55,No Offer,Yes,26.3,Yes,Yes,DSL,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.8,5,No,,,,4279,0,49+ Months,
5510,Male,34,No,No,Yes,Yes,1,Q3,Yes,2,25,No Offer,Yes,47.1,Yes,Yes,DSL,25,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.1,4,No,,,,1377.5,0,25-48 Months,
5511,Female,55,No,No,Yes,No,0,Q3,Yes,7,72,No Offer,Yes,37.98,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.15,5,No,,,,1738.8,0,49+ Months,
5512,Female,33,No,No,No,Yes,2,Q3,No,0,65,No Offer,No,0,No,Yes,DSL,25,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.25,5,No,,,,2941.25,0,49+ Months,
5513,Male,31,No,No,Yes,Yes,1,Q3,Yes,9,7,No Offer,Yes,39.98,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,3,No,,,,141.75,0,0-12 Months,
5514,Female,45,No,No,Yes,No,0,Q3,Yes,7,72,No Offer,Yes,15.23,Yes,Yes,DSL,26,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.75,3,No,,,,4662,0,49+ Months,
5515,Male,57,No,No,Yes,No,0,Q3,Yes,4,21,No Offer,Yes,17.19,No,Yes,DSL,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.6,3,No,,,,1146.6,0,13-24 Months,
5516,Female,28,Yes,No,No,No,0,Q3,No,0,2,No Offer,Yes,13.89,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.7,4,No,,,,41.4,0,0-12 Months,
5517,Male,50,No,No,Yes,No,0,Q3,Yes,8,72,No Offer,Yes,27.59,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.8,3,No,,,,8337.6,0,49+ Months,
5518,Female,63,No,No,No,No,0,Q3,No,0,6,No Offer,Yes,39.16,No,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,3,No,,,,296.7,0,0-12 Months,
5519,Male,58,No,No,No,No,0,Q3,No,0,52,No Offer,Yes,5.92,No,Yes,Fiber Optic,23,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,83.8,3,No,,,,4357.6,0,49+ Months,
5520,Male,22,Yes,No,No,No,0,Q3,No,0,60,No Offer,Yes,44.24,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,116.6,3,No,,,,6996,0,49+ Months,
5521,Female,24,Yes,No,Yes,No,0,Q3,Yes,4,12,Offer D,Yes,23.99,No,Yes,DSL,51,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,4,No,,,,650.4,0,0-12 Months,
5522,Female,50,No,No,No,No,0,Q3,No,0,13,Offer D,Yes,21.36,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.3,5,No,,,,250.9,0,13-24 Months,
5523,Male,20,Yes,No,No,No,0,Q3,No,0,22,Offer D,Yes,43.78,Yes,Yes,DSL,47,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,65.05,4,No,,,,1431.1,0,13-24 Months,
5524,Female,59,No,No,Yes,Yes,3,Q3,Yes,4,72,No Offer,Yes,48.29,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.05,4,No,,,,1731.6,0,49+ Months,
5525,Female,23,Yes,No,No,No,0,Q3,No,0,2,No Offer,Yes,4.92,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.75,4,No,,,,37.5,0,0-12 Months,
5526,Female,42,No,No,Yes,Yes,3,Q3,Yes,1,40,No Offer,Yes,3.01,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,5,No,,,,806,0,25-48 Months,
5527,Male,23,Yes,No,Yes,Yes,3,Q3,Yes,2,44,No Offer,Yes,36.86,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20,3,No,,,,880,0,25-48 Months,
5528,Female,19,Yes,No,No,No,0,Q3,No,0,1,No Offer,No,0,No,Yes,DSL,76,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Credit Card,24.4,5,No,,,,24.4,0,0-12 Months,
5529,Male,32,No,No,No,No,0,Q3,No,0,3,No Offer,Yes,42.68,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,5,No,,,,195.75,0,0-12 Months,
5530,Male,28,Yes,No,No,No,0,Q3,No,0,13,Offer D,Yes,33.95,No,Yes,DSL,59,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,50.55,5,No,,,,657.15,0,13-24 Months,
5531,Female,19,Yes,No,No,No,0,Q3,No,0,1,No Offer,Yes,38.81,No,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,70.7,3,No,,,,70.7,0,0-12 Months,
5532,Male,33,No,No,Yes,Yes,2,Q3,Yes,8,4,Offer E,Yes,35.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.25,5,No,,,,181,0,0-12 Months,
5533,Male,51,No,No,No,No,0,Q3,No,0,2,Offer E,Yes,1.57,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,4,No,,,,140.6,0,0-12 Months,
5534,Male,28,Yes,No,Yes,No,0,Q3,No,0,72,No Offer,Yes,21.26,Yes,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,4,No,,,,7844.4,0,49+ Months,
5535,Female,42,No,No,Yes,Yes,2,Q3,Yes,1,37,No Offer,Yes,31.83,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,4,No,,,,978.65,0,25-48 Months,
5536,Female,34,No,No,No,No,0,Q3,No,0,23,Offer D,Yes,10.41,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.65,3,No,,,,451.95,0,13-24 Months,
5537,Female,31,No,No,Yes,Yes,3,Q3,Yes,4,42,No Offer,Yes,34.66,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.05,4,No,,,,800.1,0,25-48 Months,
5538,Female,45,No,No,No,No,0,Q3,No,0,32,Offer C,Yes,33.45,Yes,Yes,DSL,5,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,4,No,,,,2392,0,25-48 Months,
5539,Female,59,No,No,Yes,Yes,3,Q3,Yes,3,22,Offer D,Yes,4.67,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,5,No,,,,1667.6,0,13-24 Months,
5540,Male,26,Yes,No,Yes,No,0,Q3,Yes,5,42,No Offer,No,0,No,Yes,DSL,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,25.1,3,No,,,,1054.2,0,25-48 Months,
5541,Female,56,No,No,No,No,0,Q3,No,0,8,No Offer,Yes,10.91,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,3,No,,,,355.6,0,0-12 Months,
5542,Female,23,Yes,No,Yes,Yes,1,Q3,Yes,5,65,No Offer,Yes,13.17,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.3,3,No,,,,6779.5,0,49+ Months,
5543,Female,30,No,No,Yes,Yes,1,Q3,Yes,3,70,No Offer,Yes,33.24,Yes,Yes,DSL,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89,3,No,,,,6230,0,49+ Months,
5544,Male,43,No,No,No,Yes,2,Q3,No,0,22,Offer D,Yes,34.07,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,5,No,,,,443.3,0,13-24 Months,
5545,Female,58,No,No,Yes,Yes,1,Q3,Yes,5,67,No Offer,No,0,No,Yes,DSL,15,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.15,3,No,,,,2422.05,0,49+ Months,
5546,Female,42,No,No,No,No,0,Q3,No,0,25,Offer C,Yes,6,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.2,4,No,,,,480,0,25-48 Months,
5547,Female,49,No,No,Yes,No,0,Q3,No,0,20,Offer D,Yes,48.03,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,3,No,,,,385,0,13-24 Months,
5548,Female,28,Yes,No,No,Yes,2,Q3,No,0,2,Offer E,Yes,32.06,No,Yes,Cable,52,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,61.2,4,No,,,,122.4,0,0-12 Months,
5549,Male,36,No,No,No,No,0,Q3,No,0,51,No Offer,Yes,47.43,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,4,No,,,,1042.95,0,49+ Months,
5550,Female,27,Yes,No,Yes,Yes,2,Q3,Yes,9,46,No Offer,No,0,No,Yes,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.05,3,No,,,,1612.3,0,25-48 Months,
5551,Male,20,Yes,No,No,Yes,1,Q3,No,0,13,Offer D,Yes,26.63,No,Yes,DSL,27,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44,3,No,,,,572,0,13-24 Months,
5552,Male,32,No,No,Yes,Yes,1,Q3,Yes,4,26,Offer C,Yes,4.62,No,Yes,DSL,19,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,50.35,5,No,,,,1309.1,0,25-48 Months,
5553,Male,41,No,No,No,Yes,3,Q3,No,0,19,Offer D,Yes,24.1,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20,3,No,,,,380,0,13-24 Months,
5554,Female,21,Yes,No,Yes,No,0,Q3,Yes,6,72,No Offer,Yes,15.35,Yes,Yes,DSL,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.4,3,No,,,,6220.8,0,49+ Months,
5555,Male,60,No,No,No,No,0,Q3,No,0,24,Offer C,Yes,30.42,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.1,3,No,,,,2258.4,0,13-24 Months,
5556,Female,29,Yes,No,Yes,No,0,Q3,Yes,6,46,No Offer,Yes,2,Yes,Yes,Fiber Optic,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,5,No,,,,5009.4,0,25-48 Months,
5557,Female,52,No,No,No,No,0,Q3,No,0,2,Offer E,Yes,26.9,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,4,No,,,,39.8,0,0-12 Months,
5558,Male,56,No,No,Yes,No,0,Q3,Yes,7,31,Offer C,Yes,25.3,No,Yes,Cable,28,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,66.4,4,No,,,,2058.4,0,25-48 Months,
5559,Female,57,No,No,Yes,Yes,3,Q3,Yes,10,16,Offer D,Yes,27.27,No,Yes,Fiber Optic,76,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,4,No,,,,1611.2,0,13-24 Months,
5560,Male,26,Yes,No,No,Yes,1,Q3,No,0,52,No Offer,Yes,23.12,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,3,No,,,,1331.2,0,49+ Months,
5561,Male,35,No,No,Yes,Yes,3,Q3,Yes,1,13,Offer D,Yes,40.2,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,4,No,,,,258.05,0,13-24 Months,
5562,Female,34,No,No,No,No,0,Q3,No,0,35,Offer C,Yes,35.5,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.75,4,No,,,,726.25,0,25-48 Months,
5563,Female,36,No,No,No,No,0,Q3,No,0,59,No Offer,Yes,30.44,No,Yes,Fiber Optic,30,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.8,3,No,,,,5652.2,0,49+ Months,
5564,Male,39,No,No,Yes,No,0,Q3,Yes,9,72,No Offer,Yes,33.22,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,3,No,,,,6814.8,0,49+ Months,
5565,Female,35,No,No,Yes,No,0,Q3,Yes,10,49,No Offer,Yes,40.67,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,106.65,4,No,,,,5225.85,0,49+ Months,
5566,Female,43,No,No,No,No,0,Q3,No,0,2,Offer E,Yes,5.47,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,3,No,,,,91.7,0,0-12 Months,
5567,Male,47,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,17.07,Yes,Yes,DSL,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,4,No,,,,61.15,0,0-12 Months,
5568,Male,55,No,No,No,No,0,Q3,No,0,6,Offer E,Yes,29.52,No,Yes,Fiber Optic,28,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,3,No,,,,473.7,0,0-12 Months,
5569,Male,35,No,No,No,Yes,3,Q3,No,0,49,No Offer,Yes,4.76,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.2,3,No,,,,5350.8,0,49+ Months,
5570,Female,59,No,No,Yes,Yes,3,Q3,Yes,7,56,No Offer,Yes,18.99,No,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3,No,,,,3432.8,0,49+ Months,
5571,Female,61,No,No,Yes,Yes,2,Q3,Yes,7,6,Offer E,No,0,No,Yes,Cable,10,No,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.55,5,No,,,,243.3,0,0-12 Months,
5572,Male,55,No,No,No,No,0,Q3,No,0,32,Offer C,Yes,41.52,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,4,No,,,,633.6,0,25-48 Months,
5573,Male,34,No,No,Yes,Yes,1,Q3,Yes,3,50,No Offer,Yes,41.58,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.25,4,No,,,,5412.5,0,49+ Months,
5574,Male,33,No,No,Yes,Yes,2,Q3,Yes,2,58,No Offer,Yes,33.82,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,5,No,,,,6092.9,0,49+ Months,
5575,Female,43,No,No,Yes,Yes,1,Q3,Yes,3,65,No Offer,Yes,28.46,Yes,Yes,Cable,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.45,3,No,,,,5879.25,0,49+ Months,
5576,Female,21,Yes,No,No,No,0,Q3,No,0,64,No Offer,Yes,8.52,Yes,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,86.4,3,No,,,,5529.6,0,49+ Months,
5577,Female,49,No,No,Yes,No,0,Q3,Yes,5,66,Offer A,Yes,44.4,Yes,Yes,DSL,11,Yes,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,66.9,4,No,,,,4415.4,0,49+ Months,
5578,Male,59,No,No,Yes,No,0,Q3,Yes,9,38,Offer C,Yes,42.08,Yes,Yes,Fiber Optic,15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.7,3,No,,,,4206.6,0,25-48 Months,
5579,Female,21,Yes,No,Yes,No,0,Q3,Yes,2,20,Offer D,Yes,19.15,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,5,No,,,,400,0,13-24 Months,
5580,Female,49,No,No,No,No,0,Q3,No,0,60,No Offer,Yes,38.88,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,3,No,,,,4209,0,49+ Months,
